state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
CA51,"Filner, Bob","Boston, MA",Massachussetts Institute of Technology and the Ewing Marion Kauffman Foundation,3/26/08,3/28/08,3,CA51 2008-03-26
AZ6,"Flake, Jeff","Baltimore, MD",THe Heritage Foundation,1/30/08,1/31/08,2,AZ6 2008-01-30
AZ6,"Flake, Jeff","Havana, Cuba",The Lexington Institute,5/24/08,5/28/08,5,AZ6 2008-05-24
AZ6,"Flake, Jeff","Palm Beach, FL",Club for Growth,1/31/08,2/1/08,2,AZ6 2008-01-31
AZ6,"Flake, Jeff","Paris, France",The Aspen Institute Congressional Program,8/17/08,8/23/08,7,AZ6 2008-08-17
NE1,"Fortenberry, Jeff","Paris, France",Aspen Institute Congressional Program,8/17/08,8/23/08,7,NE1 2008-08-17
NE1,"Fortenberry, Jeff","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,NE1 2007-11-01
NC5,"Foxx, Virginia","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,NC5 2008-02-22
NC5,"Foxx, Virginia","Baltimore, MD",Heritage Foundation,1/30/08,2/1/08,3,NC5 2008-01-30
MA4,"Frank, Barney","Chicago, IL",Options Clearing Coporation,8/19/08,8/19/08,1,MA4 2008-08-19
MA4,"Frank, Barney",Newark,Princeton University,9/12/08,9/13/08,2,MA4 2008-09-12
MA4,"Frank, Barney",Hamburg-,"Attantik-Brucke, E.V.",8/23/08,9/6/08,15,MA4 2008-08-23
MA4,"Frank, Barney","Jacksonville, FL",Tobin Project,2/1/08,2/3/08,3,MA4 2008-02-01
MA4,"Frank, Barney","Jacksonville, FL",Tobin Project Inc./ Howard Gilman Foundation,2/2/08,2/2/08,1,MA4 2008-02-02
MA4,"Frank, Barney","New York, NY",Hetrick - Martin Institute,6/13/08,6/14/08,2,MA4 2008-06-13
MA4,"Frank, Barney","Chicago, IL",Congress for the Urbanism,6/27/08,6/28/08,2,MA4 2008-06-27
MA4,"Frank, Barney","Tampa, FL","Flordia Red & Blue, Inc.",10/6/07,10/7/07,2,MA4 2007-10-06
MA4,"Frank, Barney","New York, NY",National Lesbian and Gay Chamber of Commerce,12/3/07,12/4/07,2,MA4 2007-12-03
MA4,"Frank, Barney",Berlin,International Committee of the Red Cross (ICRC),11/25/07,11/29/07,5,MA4 2007-11-25
MA4,"Frank, Barney","Nashville, TN",Society for Insurance Research (SIR),10/23/07,10/24/07,2,MA4 2007-10-23
MA4,"Frank, Barney",New York City,National Lesbian and Gay Chamber of Commerce (NLGCC),12/18/08,12/19/08,2,MA4 2008-12-18
AZ2,"Franks, Trent","New York, NY",American Youth Policy Forum,12/5/07,12/9/07,5,AZ2 2007-12-05
AZ2,"Franks, Trent","Palm Beach, FL",The Club for Growth,2/1/08,2/2/08,2,AZ2 2008-02-01
AZ2,"Franks, Trent",Bangkok,US Campaign Burma,1/7/08,1/15/08,9,AZ2 2008-01-07
AZ2,"Franks, Trent","Las Vegas, NV",Consumers Electronics Association,1/8/08,1/10/08,3,AZ2 2008-01-08
AZ2,"Franks, Trent","Las Vegas, NV",NAB,4/13/08,4/15/08,3,AZ2 2008-04-13
AZ2,"Franks, Trent","Bana Luka, Bosnia",German Marshall Fund of the United States,5/24/08,6/2/08,10,AZ2 2008-05-24
AZ2,"Franks, Trent","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,AZ2 2008-01-30
AZ2,"Franks, Trent","Tokyo, Japan",Japan Center for Internation Exchange,8/23/08,8/30/08,8,AZ2 2008-08-23
NJ5,"Garrett, Scott","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,NJ5 2008-01-30
NJ5,"Garrett, Scott","West Palm Beach, FL",Club for Growth,2/1/08,2/2/08,2,NJ5 2008-02-01
NJ5,"Garrett, Scott","Annapolis, MD",The Heritage Foundation,4/18/08,4/19/08,2,NJ5 2008-04-18
NJ5,"Garrett, Scott","Atlantic City, NJ",NJ Broadcasters Association,6/2/08,6/3/08,2,NJ5 2008-06-02
AZ8,"Giffords, Gabrielle","Queenstown, MD",Third Way,10/26/07,10/27/07,2,AZ8 2007-10-26
AZ8,"Giffords, Gabrielle","Tel Aviv, Isreal",American Isreal Education Foundation,12/6/08,12/14/08,9,AZ8 2008-12-06
MD1,"Gilchrest, Wayne T.","Lisbon, Portugal","Peace Research Institute of Oslo, Norway Interdisciplinary Program of Columbus School of Law, Cathol",12/6/07,12/9/07,4,MD1 2007-12-06
MD1,"Gilchrest, Wayne T.","Oslo, Norway","Peace Research Institute of Oslo, Norway, Interdisciplinary Program in Law and Religion of Columbia",6/15/08,6/19/08,5,MD1 2008-06-15
MD1,"Gilchrest, Wayne T.","San Jose, Costa Rica","U.S. Fish and Wildlife Service, Organization for Tropical Studies",5/24/08,5/30/08,7,MD1 2008-05-24
GA11,"Gingrey, Phil","Atlanta, GA","Georgia Institute of Technology, University of Georgia, Emory University",1/10/08,1/11/08,2,GA11 2008-01-10
VA6,"Goodlatte, Bob","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,VA6 2008-02-22
VA6,"Goodlatte, Bob","Portland, OR",The Information Technology and Innovation Foundation,6/30/08,7/2/08,3,VA6 2008-06-30
VA6,"Goodlatte, Bob","Pensacola, FL",Southeastern Society of American Forecasters,9/23/07,9/24/07,2,VA6 2007-09-23
TN6,"Gordon, Bart","San Jose, CA",Stanford University,9/14/07,9/16/07,3,TN6 2007-09-14
TN6,"Gordon, Bart","Boston, MA",Ewing Marion Kauffman Foundation,3/26/08,3/28/08,3,TN6 2008-03-26
TN6,"Gordon, Bart","Ankara, Turkey",Turkish Cultural Center,5/24/08,5/31/08,8,TN6 2008-05-24
TN6,"Gordon, Bart","Monterey, CA",Monterey Bay Aquarium Research Institute,5/27/08,5/30/08,4,TN6 2008-05-27
TN6,"Gordon, Bart","Portland, OR",The Information Technology and Innovation Foundation,6/30/08,7/3/08,4,TN6 2008-06-30
TN6,"Gordon, Bart","Cambridge, MD",national Bureau of economic Research Sloan Foundation Research Grant,12/10/07,12/10/07,1,TN6 2007-12-10
TN6,"Gordon, Bart","Milwaukee, WI",Ecological Society of America (ESA),8/2/08,8/6/08,5,TN6 2008-08-02
TX12,"Granger, Kay","White Sulphur Springs, WV",The Congressional Institute,1/24/08,1/26/08,3,TX12 2008-01-24
TX12,"Granger, Kay","Cambridge, MD",Congressional Institute,11/1/07,11/2/07,2,TX12 2007-11-01
TX12,"Granger, Kay",Jerusalem,American Israel Education Foundation,12/6/08,12/14/08,9,TX12 2008-12-06
TX29,"Green, Gene","Liberia, Costa Rica",The Aspen Institute Congressional Program,11/26/07,12/2/07,7,TX29 2007-11-26
TX29,"Green, Gene","Philadelphia, PA",Commonwealth Fund and Alliance for Health Reform,1/10/08,1/12/08,3,TX29 2008-01-10
TX29,"Green, Gene","Las Vegas, NV",South Atlantic and Gulf Coast District of the International Longshorman's Association,7/20/08,7/21/08,2,TX29 2008-07-20
TX29,"Green, Gene","Milwaukee, WI",National COSH Consortium,11/12/08,11/13/08,2,TX29 2008-11-12
AZ7,"Grijalva, Raul","Istanbul, Turkey-Ankara, Turke",Rumi Forum,5/24/08,6/1/08,9,AZ7 2008-05-24
AZ7,"Grijalva, Raul","Minneapolis, MN",Global Exchange,10/21/07,10/24/07,4,AZ7 2007-10-21
AZ7,"Grijalva, Raul",Bogota,Witness for Peace,8/4/08,8/12/08,9,AZ7 2008-08-04
IL4,"Gutierrez, Luis","Miami, FL",Univision Network,9/8/07,9/9/07,2,IL4 2007-09-08
IL4,"Gutierrez, Luis","Newark, NJ",New Jersey Conference on Dominican Affairs,2/10/08,2/10/08,1,IL4 2008-02-10
IL4,"Gutierrez, Luis","San Juan, Puerto Rico",Illinois Hispanic Chamber of Commerce,2/29/08,3/3/08,4,IL4 2008-02-29
IL4,"Gutierrez, Luis","Santo Domingo, Dominican Repub",Latino Institute,5/9/08,5/11/08,3,IL4 2008-05-09
IL4,"Gutierrez, Luis","San Juan, Puerto Rico",Puerto Rico Chamber of Commerce,6/26/08,6/30/08,5,IL4 2008-06-26
IL4,"Gutierrez, Luis",Amsterdam,Franklin Center for Global Policy Exchange,11/9/08,11/14/08,6,IL4 2008-11-09
TX4,"Hall, Ralph M.","Denver, CO",American Institute of Aeronautics and Astronautics (AIAA),2/27/08,2/28/08,2,TX4 2008-02-27
TX4,"Hall, Ralph M.","Los Angeles, CA",California Space Education and Workforce Institute,11/5/07,11/9/07,5,TX4 2007-11-05
TX4,"Hall, Ralph M.","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,TX4 2007-11-01
TX4,"Hall, Ralph M.","Atlanta, GA",Campaign for Public Health,3/21/08,3/24/08,4,TX4 2008-03-21
TX4,"Hall, Ralph M.","Monterey, CA",Monterey Bay Aquarium Research Institute,5/27/08,6/1/08,6,TX4 2008-05-27
TX4,"Hall, Ralph M.","Portand, OR -",Information Technology and Innovation Foundation,6/30/08,7/2/08,3,TX4 2008-06-30
IL17,"Hare, Phil",Tel Aviv,American Israel Education Foundation (AIEF),12/6/08,12/14/08,9,IL17 2008-12-06
CA36,"Harman, Jane","Havana, Cuba",The Center for Democrocy in the Americas,6/28/08,7/2/08,5,CA36 2008-06-28
CA36,"Harman, Jane","Queenstown, MD",Third Way,10/26/07,10/28/07,3,CA36 2007-10-26
CA36,"Harman, Jane",Amman,Saban Center at the Brookings Institution,11/6/07,11/6/07,1,CA36 2007-11-06
CA36,"Harman, Jane","New York, NY",Verizon Wireless,3/18/08,3/19/08,2,CA36 2008-03-18
FL23,"Hastings, Alcee","Frankfurt, Germany",International Committee of the Red Cross,11/25/07,12/2/07,8,FL23 2007-11-25
WA4,"Hastings, Doc","Cambridge, MD",The Congressional Institute,11/1/07,11/2/07,2,WA4 2007-11-01
WA4,"Hastings, Doc","Phoenix, AZ","Waste Management Symposia, Inc.",2/24/08,2/25/08,2,WA4 2008-02-24
WA4,"Hastings, Doc","White Sulphur Springs, VA",The Congressional Institute,1/24/08,1/26/08,3,WA4 2008-01-24
NC8,"Hayes, Robin","Baltimore, MD",Mercatus Center,2/22/08,2/24/08,3,NC8 2008-02-22
NC8,"Hayes, Robin","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,NC8 2007-11-01
NV2,"Heller, Dean","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,NV2 2007-11-01
TX5,"Hensarling, Jeb",Jerusalum,American Israel Education Foundation,1/5/08,1/13/08,9,TX5 2008-01-05
TX5,"Hensarling, Jeb","White Sulpher Springs, WV",The Congressional Institute,1/24/08,1/26/08,3,TX5 2008-01-24
TX5,"Hensarling, Jeb","Baltimore, MD",Heritage Foundation,1/30/08,2/1/08,3,TX5 2008-01-30
TX5,"Hensarling, Jeb","Annapolis, MD",Heritage Foundation,4/18/08,4/19/08,2,TX5 2008-04-18
TX5,"Hensarling, Jeb","Instabul, Turkey",Rumi Forum,8/16/08,8/23/08,8,TX5 2008-08-16
CA2,"Herger, Wally","Baltimore, MD",Heritage Foundation,1/30/08,2/1/08,3,CA2 2008-01-30
CA2,"Herger, Wally","Portland, OR",American Forest Resource Council,3/27/08,3/28/08,2,CA2 2008-03-27
CA2,"Herger, Wally","Cambridge, MD",Congressional Institute,11/1/07,11/2/07,2,CA2 2007-11-01
IN9,"Hill, Baron P.","Atlanta, GA",The Campaign for Public Health,3/24/08,3/25/08,2,IN9 2008-03-24
NY22,"Hinchey, Maurice D.","Atlanta, GA",The Aspen Institute Congressional Program,11/26/07,12/2/07,7,NY22 2007-11-26
NY22,"Hinchey, Maurice D.","Paris, France",The Aspen Institute Congressional Program,8/18/08,8/23/08,6,NY22 2008-08-18
NY22,"Hinchey, Maurice D.","Naples, FL",American Shipbuilding Assication,12/1/08,12/7/08,7,NY22 2008-12-01
HI2,"Hirono, Mazie K.","Tokyo, Japan",U.S. Japan Friendship CommissionGeorgetown University,1/4/08,1/11/08,8,HI2 2008-01-04
OH7,"Hobson, David L.","Istanbul, Turkey Ankara, Turk",American-Turkey Council and the Turkish Coalition of America,8/2/08,8/13/08,12,OH7 2008-08-02
MI2,"Hoekstra, Peter","White Sulfer Springs, WV",Congressional Institute,1/24/08,1/26/08,3,MI2 2008-01-24
MI2,"Hoekstra, Peter","Chattanooga, TN","Covenant College, Lookout Mountain, GA",5/3/08,5/3/08,1,MI2 2008-05-03
MI2,"Hoekstra, Peter","Mackinac Island, MI",Detroit Regional Chamber of Commerce,5/29/08,5/30/08,2,MI2 2008-05-29
MI2,"Hoekstra, Peter","Charlotte, NC",NC/SC Terrorism Conference Inc.,10/29/07,10/30/07,2,MI2 2007-10-29
MI2,"Hoekstra, Peter","West Palm Beach, FL",David Horowitz Freedom Center,11/17/07,11/18/07,2,MI2 2007-11-17
PA17,"Holden, Tim","Ankara, Turkey",TUSKON US,3/22/08,3/29/08,8,PA17 2008-03-22
NJ12,"Holt, Rush","New Orleans, LA",The Election Verification Network/Quixote Foundation,3/26/08,3/30/08,5,NJ12 2008-03-26
NJ12,"Holt, Rush","San Jose, Costa Rica",US Fish and Wildlife Service and the Organization for Tropical Studies,5/24/08,5/30/08,7,NJ12 2008-05-24
NJ12,"Holt, Rush","Rome, Italy",The Aspen Institute Congressional Program,5/26/08,6/1/08,7,NJ12 2008-05-26
CA15,"Honda, Michael M.","Fort Lauderdale, FL Key West,",Public Affairs Council,1/9/08,1/15/08,7,CA15 2008-01-09
CA15,"Honda, Michael M.","Tokyo, Japan",Japan - U.S. Friendship Commission,1/5/08,1/9/08,5,CA15 2008-01-05
CA15,"Honda, Michael M.","New Haven, CT","Pierson College, Yale",1/26/08,1/26/08,1,CA15 2008-01-26
CA15,"Honda, Michael M.","Bogota, Columbia",National Democratic Insititute,2/18/08,2/25/08,8,CA15 2008-02-18
CA15,"Honda, Michael M.","Bogota, Colombia",International Republican Institute (IRI),2/20/08,2/24/08,5,CA15 2008-02-20
CA15,"Honda, Michael M.","Lanai, HI",The Aspen Institute Congressional Program,3/24/08,3/28/08,5,CA15 2008-03-24
CA15,"Honda, Michael M.","Managua, Nicaragua",Fabretto Children's Foundation,4/18/08,4/22/08,5,CA15 2008-04-18
CA15,"Honda, Michael M.","Los Angeles, CA",Korea Center for United Nations Human Rights Policy,11/24/07,11/28/07,5,CA15 2007-11-24
CA15,"Honda, Michael M.","New York City, NY",The Humpty Dumpty Institute,10/8/07,10/9/07,2,CA15 2007-10-08
CA15,"Honda, Michael M.","Houston, TX",Asian and Pacific Islander American Health Forum,7/18/08,7/19/08,2,CA15 2008-07-18
OR5,"Hooley, Darlene","Baltimore, MD","Catholic Health Association, Alliance for Health Reform, and the Commonwealth Fund",2/21/08,2/22/08,2,OR5 2008-02-21
MD5,"Hoyer, Steny","Tel Aviv, Israel",American Israel Education Foundation,1/5/08,1/13/08,9,MD5 2008-01-05
MD5,"Hoyer, Steny","Hot Springs, VA",Democratic Leadership Council,5/16/08,5/17/08,2,MD5 2008-05-16
MD5,"Hoyer, Steny","Tel Aviv, Israel",American Israel Education Foundation,1/1/08,1/13/08,13,MD5 2008-01-01
MD5,"Hoyer, Steny","Queenstown, MD",Thrid Way,10/26/07,10/30/07,5,MD5 2007-10-26
CA52,"Hunter, Duncan","White Sulphur Springs, WV",The Congressional Institute,1/24/08,1/26/08,3,CA52 2008-01-24
WA1,"Inslee, Jay","Boston, Massachusetts",Nano Science and Technology Institute,6/1/08,6/2/08,2,WA1 2008-06-01
WA1,"Inslee, Jay","New York, NY",The Humpty Dumpty Institute,10/8/07,10/9/07,2,WA1 2007-10-08
WA1,"Inslee, Jay","Albany, NY","Liza's Legacy Foundation, Inc",10/12/07,10/12/07,1,WA1 2007-10-12
WA1,"Inslee, Jay","New York, NY",Snap!VRS,11/9/07,11/10/07,2,WA1 2007-11-09
WA1,"Inslee, Jay","New Orleans, LA","The Congressional Institute, The Democratic Leadership Council and Entergy-Tulane Energy Institute",7/27/08,7/28/08,2,WA1 2008-07-27
WA1,"Inslee, Jay","Dersden, Germany -",International Management and Developement Institute,2/16/08,2/21/08,6,WA1 2008-02-16
CA49,"Issa, Darrell",Aspen,The Progress and Freedom Foundation,8/17/08,8/20/08,4,CA49 2008-08-17
CA49,"Issa, Darrell","Miami, FL",Trivest Partners LP,3/27/08,3/27/08,1,CA49 2008-03-27
CA49,"Issa, Darrell","Cape Cod, MA",BMW Foundation Herbert Quandt,9/27/07,9/30/07,4,CA49 2007-09-27
CA49,"Issa, Darrell","Los Angeles, CA",California Space Education and Workforce Institute,11/5/07,11/9/07,5,CA49 2007-11-05
CA49,"Issa, Darrell","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,CA49 2007-11-01
CA49,"Issa, Darrell","Los Angelas, California","Maher Live, Inc.",2/1/08,2/2/08,2,CA49 2008-02-01
CA49,"Issa, Darrell","Las Vegas, Nevada",National Association of Broadcasters,4/13/08,4/15/08,3,CA49 2008-04-13
CA49,"Issa, Darrell","Banja-Luka, Bosnia",U.S. German Marshall Fund,5/24/08,5/31/08,8,CA49 2008-05-24
TX18,"Jackson Lee, Sheila","Las Vegas, Nevada",National Association of Broadcasters,3/13/08,3/14/08,2,TX18 2008-03-13
TX18,"Jackson Lee, Sheila",NYC,Humpty Dumpty Institute,2/10/08,2/11/08,2,TX18 2008-02-10
IL2,"Jackson, Jesse L.","Dares Salaam, Tanzia-",RESULTS Educational Fund,8/15/08,8/24/08,10,IL2 2008-08-15
IL2,"Jackson, Jesse L.","Charleston, SC",Charleston (South Carolina) Branch NAACP,10/18/08,10/19/08,2,IL2 2008-10-18
LA2,"Jefferson, William J.","ALB, Bus to Williamstown, MA",Williams College,11/17/08,11/18/08,2,LA2 2008-11-17
TX30,"Johnson, Eddie","Memphis, TN",CRCI provided the hotel accomdations,8/14/08,8/17/08,4,TX30 2008-08-14
TX30,"Johnson, Eddie","Dallas, TX",Congressional Black Caucus Political Education and Leadership Institute,10/12/07,10/14/07,3,TX30 2007-10-12
TX30,"Johnson, Eddie","Chicago, IL",American Institute for Medical and Biological Engineering,12/4/08,12/6/08,3,TX30 2008-12-04
TX30,"Johnson, Eddie (Amendment)",N/A,N/A,1/1/08,1/1/08,1,TX30 2008-01-01
GA4,"Johnson, Henry","Athens, GA","Emory University, Georgia Institute of Technology, and the University of Georgia",1/8/08,1/10/08,3,GA4 2008-01-08
GA4,"Johnson, Henry","Las Vegas, NV",Consumer Electronics Association,1/6/08,1/8/08,3,GA4 2008-01-06
GA4,"Johnson, Henry","Tokyo, Japan",Japan U.S. Friendship Commission,1/5/08,1/11/08,7,GA4 2008-01-05
GA4,"Johnson, Henry",Longyearbyen,"International and Development Institute, Confederation of Norwegian Enterprise, and Norwegian Shipow",5/25/08,5/31/08,7,GA4 2008-05-25
TX3,"Johnson, Sam",Panama City,Smithsonian Institute,1/7/08,1/11/08,5,TX3 2008-01-07
TX3,"Johnson, Sam","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,TX3 2008-01-30
TX3,"Johnson, Sam","Baltimore, MD","Alliance for Health Reform, Catholic Health Association, the Commonwealth Fund.",2/21/08,2/22/08,2,TX3 2008-02-21
TX3,"Johnson, Sam","Orlando, FL",HIMSS,2/23/08,2/26/08,4,TX3 2008-02-23
IL15,"Johnson, Timothy V.","Denver, CO",Utah Wilderness Association,5/27/08,5/28/08,2,IL15 2008-05-27
OH11,"Jones, Stephanie Tubbs","Charlottesville, VA","Law School Foundation, and Conference on Public Service and the Law",2/8/08,2/9/08,2,OH11 2008-02-08
OH11,"Jones, Stephanie Tubbs","Las Vegas, NV",Odyssey Media-Odyssey Network Business Retreat,4/17/08,4/20/08,4,OH11 2008-04-17
OH11,"Jones, Stephanie Tubbs","Scottsdale, AZ",NAACP,5/23/08,5/25/08,3,OH11 2008-05-23
OH11,"Jones, Stephanie Tubbs","Pittsburgh, PA",Delta Sigma Theta Inc. Pittsburgh Alumnae Chapter,2/15/08,2/15/08,1,OH11 2008-02-15
OH11,"Jones, Stephanie Tubbs","Orlando, FL",Delta Sigma Theta Sorority Orange County Alumnae,3/29/08,3/30/08,2,OH11 2008-03-29
OH11,"Jones, Stephanie Tubbs","Detroit, MI",Delta Sigma Theta Inc. Ann Arbor Alumnae Chapter,3/7/08,3/8/08,2,OH11 2008-03-07
OH11,"Jones, Stephanie Tubbs","New Orleans, LA",Tavis Smiley Presents,2/23/08,2/24/08,2,OH11 2008-02-23
OH11,"Jones, Stephanie Tubbs","Atlanta, GA",Campaign for Public Health,3/24/08,3/25/08,2,OH11 2008-03-24
OH11,"Jones, Stephanie Tubbs","Las Vegas, NV",United Steel Workers,6/30/08,7/1/08,2,OH11 2008-06-30
OH11,"Jones, Stephanie Tubbs","Antigua, West Indies",Carib News Foundation,11/8/07,11/12/07,5,OH11 2007-11-08
OH11,"Jones, Stephanie Tubbs","Houston, TX",Asian and Pacific Islander American Health Forum,7/18/08,7/19/08,2,OH11 2008-07-18
OH11,"Jones, Stephanie Tubbs","Cincinnati, OH",NAACP,7/14/08,7/15/08,2,OH11 2008-07-14
OH11,"Jones, Stephanie Tubbs","Tunica, MS",Congresswoman Tubbs Jones,8/15/08,8/17/08,3,OH11 2008-08-15
OH11,"Jones, Stephanie Tubbs","New York, NY",BMO Capitol Markets,8/4/08,8/6/08,3,OH11 2008-08-04
OH11,"Jones, Stephanie Tubbs (Amendment)","Philadelphia, PA",Tuacarawas County NAACP,3/1/08,3/1/08,1,OH11 2008-03-01
NC3,"Jones, Walter","Atlanta, GA",Federal Home Loan Bank of Atlanta,10/21/07,10/22/07,2,NC3 2007-10-21
NC3,"Jones, Walter","Atlanta, GA",Ferderal Home Loan Bank of Atlanta,10/19/07,10/22/07,4,NC3 2007-10-19
NC3,"Jones, Walter","Cambridge, MD",The Congressional Institute,11/1/07,11/5/07,5,NC3 2007-11-01
NC3,"Jones, Walter","Istanbul, Turkey Ankara, Turk",Rumi Forum,8/16/08,8/23/08,8,NC3 2008-08-16
NC3,"Jones, Walter","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,NC3 2008-02-22
OH4,"Jordan, Jim","Baltimore, MD",The Heritage Foundation,1/30/08,1/30/08,1,OH4 2008-01-30
WI8,"Kagen, Steve","Queenstown, MD",Third Way,10/26/07,10/28/07,3,WI8 2007-10-26
OH9,"Kaptur, Marcy","Minneapolis, MN",Global Exchange,10/21/07,10/24/07,4,OH9 2007-10-21
FL8,"Keller, Ric (Amendment)","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,FL8 2007-11-01
RI1,"Kennedy, Patrick J.","Orlando, FL",The Health Information and Management Systems Society,2/23/08,2/25/08,3,RI1 2008-02-23
RI1,"Kennedy, Patrick J.",Boston,Massachussetts Institute of Technology (MIT) and the Ewing Marion Kauffman Foundation,3/26/08,3/28/08,3,RI1 2008-03-26
MI13,"Kilpatrick, Carolyn C.",Mackinac,Detroit Regional Chamber,5/29/08,5/30/08,2,MI13 2008-05-29
MI13,"Kilpatrick, Carolyn C.","Henderoon, NV",Odyssey Media,4/17/08,4/20/08,4,MI13 2008-04-17
MI13,"Kilpatrick, Carolyn C.","Pheonix, AZ",NAACP,5/22/08,5/25/08,4,MI13 2008-05-22
MI13,"Kilpatrick, Carolyn C.","Dallas, TX",Congressional Black Caucus Political Education and Leadership Institute,10/12/07,10/14/07,3,MI13 2007-10-12
MI13,"Kilpatrick, Carolyn C.","Cape Town, South Africa",Niall Township Trust,11/25/08,12/2/08,8,MI13 2008-11-25
MI13,"Kilpatrick, Carolyn C.","Cape Town, South Africa",Naill Township Trust,11/25/07,12/2/07,8,MI13 2007-11-25
MI13,"Kilpatrick, Carolyn C.",Michigan,Congressional Black Caucus Political Education and Leadership Institute,8/13/08,8/16/08,4,MI13 2008-08-13
MI13,"Kilpatrick, Carolyn C.","Memphis, TN",Congressional Black Caucus Institute,8/14/08,8/16/08,3,MI13 2008-08-14
MI13,"Kilpatrick, Carolyn C.",St. Maarten,Carib News Foundation,11/6/08,11/9/08,4,MI13 2008-11-06
WI3,"Kind, Ron","Miami, Florida",Employee-Owned S Corporations of America (ESCA),2/21/08,2/22/08,2,WI3 2008-02-21
WI3,"Kind, Ron","Ankara, Turkey",Rumi Forum,5/24/08,6/1/08,9,WI3 2008-05-24
NY3,"King, Peter","Tel Aviv, Israel",AIEI,1/5/08,1/11/08,7,NY3 2008-01-05
NY3,"King, Peter","Ankara, Turkey","Turkish Cultural Center, New York, New York",5/24/08,5/31/08,8,NY3 2008-05-24
NY3,"King, Peter","Istanbul, Turkey Ankara, Turke",The Rumi Forum,8/16/08,8/23/08,8,NY3 2008-08-16
NY3,"King, Steve","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,NY3 2008-02-22
NY3,"King, Steve","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,NY3 2008-01-30
NY3,"King, Steve","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,NY3 2007-11-01
NY3,"King, Steve","Dallas, Texas",WalBuilders Presentations,10/25/07,10/28/07,4,NY3 2007-10-25
GA1,"Kingston, Jack","Los Angeles, California","Maher Live, Inc.",2/22/08,2/23/08,2,GA1 2008-02-22
GA1,"Kingston, Jack","Panama City Beach, FL",Georgia Peanut Commission,7/13/08,7/14/08,2,GA1 2008-07-13
IL10,"Kirk, Mark Steven","Addis Ababa, Ethiopia",Popular Action International,2/15/08,2/24/08,10,IL10 2008-02-15
IL10,"Kirk, Mark Steven","New York City, New York",Humpty Dumpty Institute,10/8/07,10/9/07,2,IL10 2007-10-08
IL10,"Kirk, Mark Steven","Frankfurt, Bad Arolsen, Buchen",International Committee of the Red Cross,11/25/07,12/2/07,8,IL10 2007-11-25
FL22,"Klein, Ron",Wye River Conference Center,Third Way,10/26/07,10/28/07,3,FL22 2007-10-26
MN2,"Kline, John","Cambridge, Maryland",The Congressional Institute,11/1/07,11/3/07,3,MN2 2007-11-01
MN2,"Kline, John","Baltimore, Maryland",The Heritage Foundation,1/30/08,2/1/08,3,MN2 2008-01-30
OH10,"Kucinich, Dennis J.","Dearborn, MI","American Fe4deration of Pamallah, Palestine",7/5/08,7/6/08,2,OH10 2008-07-05
OH10,"Kucinich, Dennis J.","St. Louis, MO",Webster University,5/3/08,5/4/08,2,OH10 2008-05-03
IL18,"LaHood, Ray","Atlanta, GA",The Aspen Institute Congressional Program,11/27/08,12/2/07,-360,IL18 2008-11-27
IL18,"LaHood, Ray","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,IL18 2007-11-01
CO5,"Lamborn, Doug","Amsterdam, Amsterdam",Franklin Center for Global Policy Exchange,11/8/08,11/17/08,10,CO5 2008-11-08
CO5,"Lamborn, Doug","West Palm Beach, FL",Club For Growth,2/1/08,2/3/08,3,CO5 2008-02-01
CO5,"Lamborn, Doug","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,CO5 2008-01-30
CO5,"Lamborn, Doug","Annapolis, MD",Heritage Foundation,4/18/08,4/19/08,2,CO5 2008-04-18
RI2,"Langevin, James","Atlanta, GA",Campaign for Public Health,3/22/08,3/24/08,3,RI2 2008-03-22
WA2,"Larsen, Rick","Beijing, China",National Council on U.S. China Relations,8/24/07,9/2/07,10,WA2 2007-08-24
WA2,"Larsen, Rick",Beijing,National Committee on U.S./China Relations,8/27/07,9/1/07,6,WA2 2007-08-27
WA2,"Larsen, Rick","Seattle, Washington",Washington State Housing Finance Commission,9/12/08,9/14/08,3,WA2 2008-09-12
CT1,"Larson, John","Scottsdale, AZ",National Association of Long Term Hospitals,10/4/07,10/6/07,3,CT1 2007-10-04
CT1,"Larson, John","Kalamazoo, MI",Fetzer Insitute,2/18/08,2/20/08,3,CT1 2008-02-18
