state.district,MemberName,Destination,Foreign,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
MS3,"Harper, Gregg","Ankara, Turkey",1,Turkish Coalition of America,8/3/12,8/12/12,10,MS3 2012-08-03
NC2,"Ellmers, Renee L.","Ankara, Turkey",1,Turkish Coalition of America,8/3/12,8/12/12,10,NC2 2012-08-03
NJ9,"Rothman, Steven R.","Ankara, Turkey",1,Turkish Coalition of America,8/3/12,8/12/12,10,NJ9 2012-08-03
NY10,"Towns, Edolphus","Ankara, Turkey",1,Turkish Coalition of America,8/3/12,8/12/12,10,NY10 2012-08-03
OH11,"Fudge, Marcia","Ankara, Turkey",1,Turkish Coalition of America,8/3/12,8/12/12,10,OH11 2012-08-03
PA4,"Altmire, Jason","Ankara, Turkey",1,Turkish Coalition of America,8/3/12,8/12/12,10,PA4 2012-08-03
AL6,"Bachus, Spencer","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,AL6 2012-08-04
CA37,"Bass, Karen","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,CA37 2012-08-04
CA48,"Rohrabacher, Dana","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,CA48 2012-08-04
CA5,"Thompson, Mike","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,CA5 2012-08-04
GA5,"Lewis, John","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,GA5 2012-08-04
ID1,"Labrador, Raul","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,ID1 2012-08-04
IN5,"Burton, Dan","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,IN5 2012-08-04
MI2,"Huizenga, Bill","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,MI2 2012-08-04
MN5,"Ellison, Keith","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,MN5 2012-08-04
NC7,"McIntyre, Mike","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,NC7 2012-08-04
OH4,"Jordan, Jim","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,OH4 2012-08-04
PA10,"Marino, Tom","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,PA10 2012-08-04
TN1,"Roe, David","Warrenton, VA",0,Partnership for a Secure America,8/4/12,8/5/12,2,TN1 2012-08-04
TX31,"Carter, John","Warrenton, VA",0,Project for a Secure America,8/4/12,8/5/12,2,TX31 2012-08-04
MA4,"Frank, Barney","Salt Lake City, UT",0,Utah Film Center,8/4/12,8/6/12,3,MA4 2012-08-04
FL20,"Hastings, Alcee","New York, NY",0,Humpty Dumpty Institute,8/5/12,8/6/12,2,FL20 2012-08-05
IL9,"Schakowsky, Janice","New York, NY",0,Humpty Dumpty Institute,8/5/12,8/6/12,2,IL9 2012-08-05
MA7,"Capuano, Michael","New York, NY",0,Humpty Dumpty Institute,8/5/12,8/6/12,2,MA7 2012-08-05
NY12,"Maloney, Carolyn","New York, NY",0,Humpty Dumpty Institute,8/5/12,8/6/12,2,NY12 2012-08-05
VA8,"Moran, James P.","New York, NY",0,Humpty Dumpty Institute,8/5/12,8/6/12,2,VA8 2012-08-05
WA7,"McDermott, Jim","New York, NY",0,Humpty Dumpty Institute,8/5/12,8/6/12,2,WA7 2012-08-05
OR2,"Walden, Greg","Kalispell, MT",0,Montana Telecommunications Association,8/5/12,8/8/12,4,OR2 2012-08-05
AZ3,"Grijalva, Raul","Portland, OR",0,National Postal Mail Handlers Union,8/6/12,8/7/12,2,AZ3 2012-08-06
IL7,"Davis, Danny","Portland, OR",0,National Postal Mail Handlers Union,8/6/12,8/7/12,2,IL7 2012-08-06
AK1,"Young, Don","Akron, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,AK0 2012-08-06
IL12,"Costello, Jerry F.","Akron, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,IL12 2012-08-06
NC7,"McIntyre, Mike","Akron, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,NC7 2012-08-06
NM2,"Pearce, Stevan","Akron, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,NM2 2012-08-06
PA11,"Barletta, Lou","Akron, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,PA11 2012-08-06
SC3,"Duncan, Jeff","Akron, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,SC3 2012-08-06
CO6,"Coffman, Mike","Canton, OH",0,American Israeli Education Fund,8/6/12,8/8/12,3,CO6 2012-08-06
IL16,"Kinzinger, Adam","Canton, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,IL16 2012-08-06
NY23,"Reed, Tom","Canton, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,NY23 2012-08-06
OH1,"Chabot, Steve","Canton, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,OH1 2012-08-06
PA12,"Critz, Mark S.","Canton, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,PA12 2012-08-06
TX11,"Conaway, K.","Canton, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,TX11 2012-08-06
TX22,"Olson, Pete","Canton, OH",0,American Exploration and Production Council,8/6/12,8/8/12,3,TX22 2012-08-06
NC4,"Price, David","Brussels, Belgium",1,Aspen Institute,8/7/12,8/17/12,11,NC4 2012-08-07
AL6,"Bachus, Spencer","Philadelphia, PA",0,Third Way,8/8/12,8/8/12,1,AL6 2012-08-08
CA45,"Campbell, John","Philadelphia, PA",0,Third Way,8/8/12,8/8/12,1,CA45 2012-08-08
CT5,"Murphy, Christopher S.","Philadelphia, PA",0,Third Way,8/8/12,8/8/12,1,CT5 2012-08-08
DE1,"Carney, John C.","Philadelphia, PA",0,Third Way,8/8/12,8/8/12,1,DE0 2012-08-08
TX5,"Hensarling, Jeb","Philadelphia, PA",0,Third Way,8/8/12,8/8/12,1,TX5 2012-08-08
CA42,"Calvert, Ken","Thurmont, MD",0,National Park Foundation,8/9/12,8/9/12,1,CA42 2012-08-09
GA4,"Johnson, Henry","Thurmont, MD",0,National Park Foundation,8/9/12,8/9/12,1,GA4 2012-08-09
IL2,"Jackson, Jesse L.","Thurmont, MD",0,National Park Foundation,8/9/12,8/9/12,1,IL2 2012-08-09
KY5,"Rogers, Harold","Thurmont, MD",0,National Park Foundation,8/9/12,8/9/12,1,KY5 2012-08-09
NM1,"Heinrich, Martin","Thurmont, MD",0,National Park Foundation,8/9/12,8/9/12,1,NM1 2012-08-09
NY12,"Maloney, Carolyn","Thurmont, MD",0,National Park Foundation,8/9/12,8/9/12,1,NY12 2012-08-09
PA17,"Holden, Tim","Thurmont, MD",0,National Park Foundation,8/9/12,8/9/12,1,PA17 2012-08-09
GA2,"Bishop, Sanford","Tunica, MS",0,Congressional Black Caucus Institute,8/9/12,8/12/12,4,GA2 2012-08-09
LA2,"Richmond, Cedric","Tunica, MS",0,Congressional Black Caucus Institute,8/9/12,8/12/12,4,LA2 2012-08-09
NY9,"Clarke, Yvette","Tunica, MS",0,Congressional Black Caucus Institute,8/9/12,8/12/12,4,NY9 2012-08-09
TN9,"Cohen, Steve","Amsterdam, Netherlands",1,Aspen Institute,8/9/12,8/17/12,9,TN9 2012-08-09
MO5,"Cleaver, Emanuel","Memphis, TN",0,Congressional Black Caucus Institute,8/10/12,8/12/12,3,MO5 2012-08-10
WA7,"McDermott, Jim","Brussels, Belgium",1,Aspen Institute,8/11/12,8/16/12,6,WA7 2012-08-11
CA18,"Eshoo, Anna","Brussels, Belgium",1,Aspen Institute,8/11/12,8/17/12,7,CA18 2012-08-11
CA46,"Sanchez, Loretta","Brussels, Belgium",1,Aspen Institute,8/11/12,8/17/12,7,CA46 2012-08-11
CA6,"Woolsey, Lynn C.","Brussels, Belgium",1,Aspen Institute,8/11/12,8/17/12,7,CA6 2012-08-11
IL9,"Schakowsky, Janice","Brussels, Belgium",1,Aspen Institute,8/11/12,8/17/12,7,IL9 2012-08-11
NY22,"Hinchey, Maurice D.","Brussels, Belgium",1,Aspen Institute,8/11/12,8/17/12,7,NY22 2012-08-11
OK4,"Cole, Tom","Brussels, Belgium",1,Aspen Institute,8/11/12,8/17/12,7,OK4 2012-08-11
PA10,"Marino, Tom","Brussels, Belgium",1,Aspen Institute,8/11/12,8/17/12,7,PA10 2012-08-11
NY10,"Nadler, Jerrold","Brussels, Belgium",1,Aspen Institute,8/11/12,8/20/12,10,NY10 2012-08-11
CO1,"DeGette, Diana","Brussels, Belgium",1,Aspen Institute,8/11/12,8/21/12,11,CO1 2012-08-11
TX35,"Doggett, Lloyd","Brussels, Belgium",1,Aspen Institute,8/11/12,8/21/12,11,TX35 2012-08-11
CA19,"Lofgren, Zoe","Brussels, Belgium",1,Aspen Institute,8/12/12,8/17/12,6,CA19 2012-08-12
KY3,"Yarmuth, John","Brussels, Belgium",1,Aspen Institute,8/12/12,8/17/12,6,KY3 2012-08-12
MN2,"Kline, John","Bridgeport, CT",0,Jobs for the Future,8/13/12,8/14/12,2,MN2 2012-08-13
IA3,"Latham, Tom","Ames, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",8/13/12,8/16/12,4,IA3 2012-08-13
WA7,"McDermott, Jim","Ames, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",8/13/12,8/16/12,4,WA7 2012-08-13
NY5,"Meeks, Gregory","Brussels, Belgium",1,Aspen Institute,8/13/12,8/16/12,4,NY5 2012-08-13
CA3,"Lungren, Daniel E.","Des Moines, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",8/13/12,8/16/12,4,CA3 2012-08-13
MI6,"Upton, Fred","Aiken, SC",0,SRS Community Reuse Organization,8/14/12,8/16/12,3,MI6 2012-08-14
SC1,"Scott, Tim","Aiken, SC",0,Savannah River Site Community Reuse Organization,8/14/12,8/16/12,3,SC1 2012-08-14
SC5,"Mulvaney, Mick","Aiken, SC",0,Savannah River Site Community Reuse Organization,8/14/12,8/16/12,3,SC5 2012-08-14
IL1,"Rush, Bobby","Bloomington, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",8/14/12,8/16/12,3,IL1 2012-08-14
IL10,"Dold, Robert J.","Bloomington, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",8/14/12,8/16/12,3,IL10 2012-08-14
IL2,"Jackson, Jesse L.","Bloomington, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",8/14/12,8/16/12,3,IL2 2012-08-14
IL3,"Lipinski, Daniel","Bloomington, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",8/14/12,8/16/12,3,IL3 2012-08-14
IL7,"Davis, Danny","Bloomington, IL",0,"Charles Spencer, Growmark, (Agriculture Cooperative) Rod Weinzieri, Illinois Corn Marketing Board; M",8/14/12,8/16/12,3,IL7 2012-08-14
IL16,"Kinzinger, Adam","Chicago, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",8/14/12,8/16/12,3,IL16 2012-08-14
CA17,"Honda, Michael M.","Port Moresby, Papua New Guinea",1,Global Peace Festival Foundation,8/15/12,8/20/12,6,CA17 2012-08-15
AL1,"Bonner, Jo","Nairobi, Kenya",1,International Conservation Caucus Foundation,8/15/12,8/24/12,10,AL1 2012-08-15
TN6,"Black, Diane","Nairobi, Kenya",1,International Conservation Caucus Foundation,8/15/12,8/25/12,11,TN6 2012-08-15
TX12,"Granger, Kay","Nairobi, Kenya",1,International Conservation Caucus Foundation,8/15/12,8/25/12,11,TX12 2012-08-15
IL18,"Schock, Aaron","Ankara, Turkey",1,Turkic American Federation of Midwest,8/15/12,8/26/12,12,IL18 2012-08-15
GA14,"Graves, Tom","Jackson Hole, WY",0,FreedomWorks Foundation,8/16/12,8/18/12,3,GA14 2012-08-16
SC5,"Mulvaney, Mick","Jackson Hole, WY",0,FreedomWorks Foundation,8/16/12,8/18/12,3,SC5 2012-08-16
CA11,"Miller, George","Helsinki, Finland",1,National Public Education Support Fund,8/18/12,8/24/12,7,CA11 2012-08-18
VA4,"Forbes, J. Randy","Osaka, Japan",1,Project 2049 Institute,8/18/12,8/24/12,7,VA4 2012-08-18
IL7,"Davis, Danny","Los Angeles, CA",0,American Postal Workers Union,8/19/12,8/21/12,3,IL7 2012-08-19
CA28,"Berman, Howard L.","San Salvador, El Salvador",1,Center for Democracy in the Americas,8/19/12,8/23/12,5,CA28 2012-08-19
VA8,"Moran, James P.","San Salvador, El Salvador",1,Center for Democracy in the Americas,8/19/12,8/25/12,7,VA8 2012-08-19
TX19,"Neugebauer, Randy","Denver, CO",0,Ecologic Institute gemeinnuetzige GmbH,8/19/12,8/26/12,8,TX19 2012-08-19
FL25,"Diaz-Balart, Mario","Port-au-Prince, Haiti",1,Cooperative for Assistance and Relief Everywhere (CARE),8/20/12,8/23/12,4,FL25 2012-08-20
NY11,"Grimm, Michael G.","Larnaca, Cyprus",1,CFA - Cyprus Federation of America,8/21/12,8/26/12,6,NY11 2012-08-21
IL16,"Kinzinger, Adam","Hartford, CT",0,Alliance to Save Energy,8/22/12,8/23/12,2,IL16 2012-08-22
MS1,"Nunnelee, Alan","Hartford, CT",0,Alliance to Save Energy,8/22/12,8/23/12,2,MS1 2012-08-22
TN3,"Fleischmann, Charles","Hartford, CT",0,Alliance to Save Energy,8/22/12,8/23/12,2,TN3 2012-08-22
FL2,"Southerland, Steve","Tampa, FL",0,Council for National Policy,8/22/12,8/23/12,2,FL2 2012-08-22
PA14,"Doyle, Michael","Ankara, Turkey",1,Council of Turkic American Associations,8/24/12,9/2/12,10,PA14 2012-08-24
IL7,"Davis, Danny","Charleston, WV",0,KISRA,8/30/12,9/1/12,3,IL7 2012-08-30
MN2,"Kline, John","Queenstown, MD",0,Aspen Institute,9/5/12,9/6/12,2,MN2 2012-09-05
CA11,"Miller, George","Queenstown, MD",0,Aspen Institute,9/5/12,9/7/12,3,CA11 2012-09-05
MA4,"Frank, Barney","Boston, MA",0,Columbia University,9/7/12,9/8/12,2,MA4 2012-09-07
NY10,"Nadler, Jerrold","Tel Aviv, Israel",1,"World Jewish Congress, LLC",9/8/12,9/11/12,4,NY10 2012-09-08
CA23,"McCarthy, Kevin","New York, NY",0,Google,9/12/12,9/12/12,1,CA23 2012-09-12
MA2,"McGovern, James","Boston, MA",0,EOS Foundation,9/19/12,9/21/12,3,MA2 2012-09-19
CO1,"DeGette, Diana","Fort Collins, CO",0,Colorado College,9/22/12,9/23/12,2,CO1 2012-09-22
WI6,"Petri, Thomas E.","Muscat, Oman",1,Legacy International,9/22/12,9/28/12,7,WI6 2012-09-22
NJ9,"Pascrell, Bill","Hershey, PA",0,"American Council of Engineering Companies New York Chapter, Michael Baker, Inc.,  T&M Associates, A",9/23/12,9/24/12,2,NJ9 2012-09-23
OH11,"Fudge, Marcia","Cincinnati, OH",0,United Steel Workers,9/26/12,9/27/12,2,OH11 2012-09-26
MI6,"Upton, Fred","New York, NY",0,Google,9/26/12,9/27/12,2,MI6 2012-09-26
CA26,"Dreier, David","Tbilisi, Georgia",1,International Republican Institute,9/26/12,10/3/12,8,CA26 2012-09-26
TX12,"Granger, Kay","Tbilisi, Georgia",1,International Republican Institute,9/26/12,10/3/12,8,TX12 2012-09-26
CA18,"Eshoo, Anna","New York, NY",0,Google,9/27/12,9/27/12,1,CA18 2012-09-27
CA33,"Waxman, Henry A.","New York, NY",0,Google,9/27/12,9/27/12,1,CA33 2012-09-27
CA6,"Matsui, Doris","New York, NY",0,Google,9/27/12,9/27/12,1,CA6 2012-09-27
FL6,"Stearns, Cliff","New York, NY",0,Google,9/27/12,9/27/12,1,FL6 2012-09-27
LA6,"Cassidy, Bill","New York, NY",0,Google,9/27/12,9/27/12,1,LA6 2012-09-27
MA5,"Markey, Edward J.","New York, NY",0,Google,9/27/12,9/27/12,1,MA5 2012-09-27
MI12,"Dingell, John D.","New York, NY",0,Google,9/27/12,9/27/12,1,MI12 2012-09-27
NJ7,"Lance, Leonard","New York, NY",0,Google,9/27/12,9/27/12,1,NJ7 2012-09-27
PA14,"Doyle, Michael","New York, NY",0,Google,9/27/12,9/27/12,1,PA14 2012-09-27
TN7,"Blackburn, Marsha","New York, NY",0,Google,9/27/12,9/27/12,1,TN7 2012-09-27
TX22,"Olson, Pete","New York, NY",0,Google,9/27/12,9/27/12,1,TX22 2012-09-27
TX6,"Barton, Joe","New York, NY",0,Google,9/27/12,9/27/12,1,TX6 2012-09-27
VA7,"Cantor, Eric","New York, NY",0,Google,9/27/12,9/27/12,1,VA7 2012-09-27
IL1,"Rush, Bobby","New York, NY",0,Google,9/27/12,9/28/12,2,IL1 2012-09-27
NY10,"Towns, Edolphus","New York, NY",0,Wildlife Conservation Society,9/28/12,9/28/12,1,NY10 2012-09-28
NY12,"Maloney, Carolyn","New York, NY",0,Wildlife Conservation Society,9/28/12,9/28/12,1,NY12 2012-09-28
NY15,"Serrano, Jose","New York, NY",0,Wildlife Conservation Society,9/28/12,9/28/12,1,NY15 2012-09-28
NY17,"Lowey, Nita","New York, NY",0,Wildlife Conservation Society,9/28/12,9/28/12,1,NY17 2012-09-28
NY2,"King, Peter","New York, NY",0,Wildlife Conservation Society,9/28/12,9/28/12,1,NY2 2012-09-28
NY5,"Ackerman, Gary L.","New York, NY",0,Wildlife Conservation Society,9/28/12,9/28/12,1,NY5 2012-09-28
NY9,"Clarke, Yvette","New York, NY",0,Wildlife Conservation Society,9/28/12,9/28/12,1,NY9 2012-09-28
CT3,"DeLauro, Rosa","New York, NY",0,Wilderness Conservation Society,9/28/12,9/29/12,2,CT3 2012-09-28
TX6,"Barton, Joe","Orlando, FL",0,Second Amendment Foundation,9/28/12,9/30/12,3,TX6 2012-09-28
MD6,"Bartlett, Roscoe G.","Denver, CO",0,"Sustainable Preparedness, LLC",9/30/12,10/1/12,2,MD6 2012-09-30
NY5,"Meeks, Gregory","Tbilisi, Georgia",1,NDI - National Democratic Institute,9/30/12,10/3/12,4,NY5 2012-09-30
AZ8,"Franks, Trent","Tel Aviv, Israel",1,International Israel Allies Caucus Foundation,9/30/12,10/15/12,16,AZ8 2012-09-30
AZ8,"Franks, Trent","Baltimore, MD",0,Lutheran World Relief,10/3/12,10/4/12,2,AZ8 2012-10-03
MD1,"Harris, Andy","Ankara, Turkey",1,Mid-Atlantic Federation of Turkic American Associations,10/5/12,10/14/12,10,MD1 2012-10-05
MD2,"Ruppersberger, C.","Ankara, Turkey",1,Mid-Atlantic Federation of Turkic American Associations,10/5/12,10/14/12,10,MD2 2012-10-05
NC4,"Price, David","Istanbul, Turkey",1,Mid-Atlantic Federation of Turkic American Associations,10/5/12,10/14/12,10,NC4 2012-10-05
NY16,"Engel, Eliot","Bismark, ND",0,Council for a Secure America,10/10/12,10/12/12,3,NY16 2012-10-10
MA4,"Frank, Barney","Chicago, IL",0,MSRI-CME Group,10/12/12,10/12/12,1,MA4 2012-10-12
OR3,"Blumenauer, Earl","Los Angeles, CA",0,Rail-Volution,10/14/12,10/16/12,3,OR3 2012-10-14
OH8,"Boehner, John A.","Boulder, CO",0,Charter School Growth Fund,10/17/12,10/19/12,3,OH8 2012-10-17
CA13,"Lee, Barbara","St. Thomas, VI",0,Congressional Black Caucus Institute,10/17/12,10/19/12,3,CA13 2012-10-17
CA28,"Berman, Howard L.","Warrenton, VA",0,The Stanley Foundation,10/17/12,10/19/12,3,CA28 2012-10-17
LA2,"Richmond, Cedric","St. Thomas, VI",0,Congressional Black Caucus Institute,10/17/12,10/20/12,4,LA2 2012-10-17
MI4,"Camp, Dave","New York, NY",0,New York University,10/18/12,10/20/12,3,MI4 2012-10-18
CA37,"Bass, Karen","Paris, France",1,Global Women's Innovation Network,10/20/12,10/24/12,5,CA37 2012-10-20
AZ8,"Franks, Trent","Columbus, OH",0,Congressional Coalition on Adoption Institute,10/21/12,10/23/12,3,AZ8 2012-10-21
CA37,"Bass, Karen","Columbus, OH",0,Congressional Coalition on Adoption Institute,10/21/12,10/23/12,3,CA37 2012-10-21
MI4,"Camp, Dave","Columbus, OH",0,Congressional Coalition on Adoption Institute,10/21/12,10/23/12,3,MI4 2012-10-21
PA10,"Marino, Tom","Columbus, OH",0,Congressional Coalition on Adoption Institute,10/21/12,10/23/12,3,PA10 2012-10-21
CA48,"Rohrabacher, Dana","Algiers, Algeria",1,Defense Forum Foundation,10/21/12,10/26/12,6,CA48 2012-10-21
NJ4,"Smith, Christopher","Algiers, Algeria",1,Defense Forum Foundation,10/21/12,10/26/12,6,NJ4 2012-10-21
FL12,"Bilirakis, Gus","Tindouf, Algeria",1,Defense Forum Foundation,10/21/12,10/26/12,6,FL12 2012-10-21
MI13,"Conyers, John","San Diego, CA",0,National Conference of Bankruptcy Judges,10/24/12,10/26/12,3,MI13 2012-10-24
TX21,"Smith, Lamar","San Diego, CA",0,National Conference of Bankruptcy Judges,10/24/12,10/27/12,4,TX21 2012-10-24
AL5,"Brooks, Mo","Huntsville, AL",0,Vanderbilt University,10/25/12,10/26/12,2,AL5 2012-10-25
MI4,"Camp, Dave","New York, NY",0,National Center on Philanthropy and the Law,10/25/12,10/26/12,2,MI4 2012-10-25
CA26,"Dreier, David","Kyiv, Ukraine",1,International Republican Institute,10/25/12,10/30/12,6,CA26 2012-10-25
WA7,"McDermott, Jim","Denpasar, Indonesia",1,Chemonics,11/5/12,11/13/12,9,WA7 2012-11-05
FL12,"Bilirakis, Gus","Bartlesville, OK",0,Becket Fund for Religious Liberty,11/7/12,11/9/12,3,FL12 2012-11-07
MI6,"Upton, Fred","San Francisco, CA",0,California Healthcare Institute,11/7/12,11/9/12,3,MI6 2012-11-07
AL6,"Bachus, Spencer","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/7/12,11/13/12,7,AL6 2012-11-07
IL4,"Gutierrez, Luis","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/7/12,11/14/12,8,IL4 2012-11-07
MD3,"Sarbanes, John","Boston, MA",0,Edmond J. Safra Center for Ethics at Harvard University,11/8/12,11/9/12,2,MD3 2012-11-08
MI9,"Levin, Sander","Chicago, IL",0,University of Chicago Law School,11/8/12,11/10/12,3,MI9 2012-11-08
NC2,"Ellmers, Renee L.","Houma, LA",0,Louisiana Sugar Cane Foundation,11/8/12,11/10/12,3,NC2 2012-11-08
KS1,"Huelskamp, Tim","New Orleans, LA",0,Louisiana Sugar Cane Foundation,11/8/12,11/10/12,3,KS1 2012-11-08
LA4,"Fleming, John","New Orleans, LA",0,Louisiana Sugar Cane Foundation,11/8/12,11/10/12,3,LA4 2012-11-08
MN7,"Peterson, Collin","New Orleans, LA",0,Louisiana Sugar Cane Foundation,11/8/12,11/10/12,3,MN7 2012-11-08
MO4,"Hartzler, Vicky","New Orleans, LA",0,Louisiana Sugar Cane Foundation,11/8/12,11/10/12,3,MO4 2012-11-08
NC6,"Coble, Howard","New Orleans, LA",0,Louisiana Sugar Cane Foundation,11/8/12,11/10/12,3,NC6 2012-11-08
NC7,"McIntyre, Mike","New Orleans, LA",0,Louisiana Sugar Cane Foundation,11/8/12,11/10/12,3,NC7 2012-11-08
TX11,"Conaway, K.","New Orleans, LA",0,Louisiana Sugar Cane Foundation,11/8/12,11/10/12,3,TX11 2012-11-08
WA3,"Beutler, Jaime Herrara","Santa Barbara, CA",0,Young America's Foundation,11/8/12,11/10/12,3,WA3 2012-11-08
MI6,"Upton, Fred","Buenos Aires, Argentina",1,Ripon and the Franklin Center,11/8/12,11/12/12,5,MI6 2012-11-08
WA7,"McDermott, Jim","Bali, Indonesia",1,Chemonics,11/8/12,11/13/12,6,WA7 2012-11-08
AL3,"Rogers, Mike","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/12,11/13/12,6,AL3 2012-11-08
OR2,"Walden, Greg","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/12,11/13/12,6,OR2 2012-11-08
WV2,"Capito, Shelley Moore","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/12,11/13/12,6,WV2 2012-11-08
CO5,"Lamborn, Doug","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/12,11/14/12,7,CO5 2012-11-08
OH12,"Tiberi, Patrick","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/12,11/14/12,7,OH12 2012-11-08
OK3,"Lucas, Frank","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/12,11/14/12,7,OK3 2012-11-08
NY16,"Engel, Eliot","Albany, NY",0,The National Alliance on Mental Illness - NYS,11/9/12,11/10/12,2,NY16 2012-11-09
TX32,"Sessions, Pete","Buenos Aires, Argentina",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/9/12,11/14/12,6,TX32 2012-11-09
CA33,"Waxman, Henry A.","Queenstown, MD",0,Aspen Institute,11/14/12,11/15/12,2,CA33 2012-11-14
MI6,"Upton, Fred","Queenstown, MD",0,Aspen Institute,11/14/12,11/15/12,2,MI6 2012-11-14
CA43,"Waters, Maxine","Milwaukee, WI",0,The Community Brainstorming Conference,11/16/12,11/17/12,2,CA43 2012-11-16
ID1,"Labrador, Raul","Washington, DC",0,National Broadcasting Company,11/16/12,11/18/12,3,ID1 2012-11-16
IL18,"Schock, Aaron","Havana, Cuba",1,Center for Democracy in the Americas,11/23/12,11/27/12,5,IL18 2012-11-23
MI4,"Camp, Dave","Cleveland, OH",0,Case Western Reserve University,11/28/12,11/28/12,1,MI4 2012-11-28
NE1,"Fortenberry, Jeff","Queenstown, MD",0,Carnegie Corporation of New York,11/30/12,12/1/12,2,NE1 2012-11-30
IL7,"Davis, Danny","Davenport, IA",0,"Mu Chi Lambda Chapter of Alpha Phi Alpha Fraternity, Inc.",12/1/12,12/2/12,2,IL7 2012-12-01
MN5,"Ellison, Keith","New York, NY",0,ABC News,12/1/12,12/2/12,2,MN5 2012-12-01
OK4,"Cole, Tom","New York, NY",0,ABC News,12/1/12,12/2/12,2,OK4 2012-12-01
AZ3,"Grijalva, Raul","New York, NY",0,Family Values @ Work,12/3/12,12/4/12,2,AZ3 2012-12-03
MD4,"Edwards, Donna F.","Chicago, IL",0,Illinois Campaign for Better Healthcare,12/10/12,12/11/12,2,MD4 2012-12-10
CA12,"Pelosi, Nancy","Boston, MA",0,Harvard University,12/11/12,12/14/12,4,CA12 2012-12-11
NY9,"Clarke, Yvette","Philadelphia, PA",0,American Israel Education Foundation,12/14/12,12/22/12,9,NY9 2012-12-14
AL5,"Brooks, Mo","Tel Aviv, Israel",1,American Israel Education Foundation,12/14/12,12/22/12,9,AL5 2012-12-14
CA38,"Sanchez, Linda","Tel Aviv, Israel",1,American Israel Education Foundation,12/14/12,12/22/12,9,CA38 2012-12-14
CA53,"Davis, Susan","Tel Aviv, Israel",1,American Israel Education Foundation,12/14/12,12/22/12,9,CA53 2012-12-14
GA8,"Scott, Austin","Tel Aviv, Israel",1,American Israel Education Foundation,12/14/12,12/22/12,9,GA8 2012-12-14
NY3,"Israel, Steve","Tel Aviv, Israel",1,American Israel Education Foundation,12/14/12,12/22/12,9,NY3 2012-12-14
PA3,"Kelly, Mike","Tel Aviv, Israel",1,American Israel Education Foundation,12/14/12,12/22/12,9,PA3 2012-12-14
TX31,"Carter, John","Tel Aviv, Israel",1,American Israel Education Foundation,12/14/12,12/22/12,9,TX31 2012-12-14
