state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
MI3,"Ehlers, Vernon J.","Boston, MA",Massachusetts Institute of Technology and the Ewing Marion Kauffman Foundation,4/7/10,4/9/10,3,MI3 2010-04-07
MI3,"Ehlers, Vernon J.","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,MI3 2010-05-06
MI4,"Camp, Dave","Hot Springs, VA",The Congressional Institute,1/29/09,1/31/09,3,MI4 2009-01-29
MI4,"Camp, Dave","Baltimore, MD",The Heritage Foundation,2/5/09,2/5/09,1,MI4 2009-02-05
MI4,"Camp, Dave","Hanover, NH",Rockefeller Center of Darmouth College,2/26/09,2/27/09,2,MI4 2009-02-26
MI4,"Camp, Dave","Cambridge, MD",Congressional Institute,3/12/09,3/13/09,2,MI4 2009-03-12
MI4,"Camp, Dave","Wilmington, NC",National Fouindation for Unemployment Compensation and Worker's Compensation,5/12/09,5/12/09,1,MI4 2009-05-12
MI4,"Camp, Dave","Detroit, MI",National Center on Education and the Economy (NCEE)/Workforce Education Strategies Group at Jobs for,8/10/09,8/10/09,1,MI4 2009-08-10
MI4,"Camp, Dave","Los Angeles, CA",Congressional Coalition on Adoption Institute,8/17/09,8/19/09,3,MI4 2009-08-17
MI4,"Camp, Dave","Chicago, IL",The American Public Human Services Association (APHSA),9/1/09,9/1/09,1,MI4 2009-09-01
MI4,"Camp, Dave","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,MI4 2010-01-28
MI4,"Camp, Dave","Atlanta, GA",Health Information and Management Systems Society,2/28/10,3/2/10,3,MI4 2010-02-28
MI4,"Camp, Dave","Havana, Cuba",New America Foundation,10/20/10,10/24/10,5,MI4 2010-10-20
MI6,"Upton, Fred","Las Vegas, NV",Consumer Electronics Assn.,1/8/09,1/11/09,4,MI6 2009-01-08
MI6,"Upton, Fred","Valencia, Spain",The Aspen Institute Congressional Program,4/4/09,4/10/09,7,MI6 2009-04-04
MI6,"Upton, Fred","Geneva, Switzerland, Belgium,",The German Marshall Fund of the United States,5/24/09,5/30/09,7,MI6 2009-05-24
MI6,"Upton, Fred","Las Vegas, NV",Consumer Electronics Association,1/7/10,1/11/10,5,MI6 2010-01-07
MI6,"Upton, Fred","Livonia, MI",General Motors,5/13/10,5/14/10,2,MI6 2010-05-13
MI7,"Schauer, Mark H.","Onawat, MI",UAW Region 1-C Retirees,5/27/09,5/28/09,2,MI7 2009-05-27
MI7,"Schauer, Mark H.","Mackinac Island, MI",Detroit Regional Chamber,5/28/09,5/29/09,2,MI7 2009-05-28
MI7,"Schauer, Mark H.","San Fransico, CA",The Information Technology and Innovation Foundation,6/2/10,6/6/10,5,MI7 2010-06-02
MI8,"Rogers, Mike","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,MI8 2009-03-12
MI8,"Rogers, Mike","Las Vegas, NV",Consumer Electronic Association,1/6/10,1/8/10,3,MI8 2010-01-06
MI8,"Rogers, Mike","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,MI8 2010-05-06
MI8,"Rogers, Mike","Detroit, MI",General Motors Corporation,5/13/10,5/14/10,2,MI8 2010-05-13
MI9,"Peters, Gary C.","Mackinac Island, MI",Detroit Regional Chamber,5/28/09,5/29/09,2,MI9 2009-05-28
MI9,"Peters, Gary C.",Tel Aviv,American Israel Education Foundation (AIEF),8/8/09,8/16/09,9,MI9 2009-08-08
MN2,"Kline, John","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,MN2 2009-02-05
MN2,"Kline, John","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,MN2 2009-02-20
MN2,"Kline, John","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,MN2 2009-03-12
MN2,"Kline, John","Detroit, MI",Jobs for the Future/NCEE,8/10/09,8/10/09,1,MN2 2009-08-10
MN2,"Kline, John","Wye Woods, Queenstown, MD",The Aspen Institute Education and Society Program,11/12/09,11/13/09,2,MN2 2009-11-12
MN2,"Kline, John","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,MN2 2010-01-14
MN2,"Kline, John","Philadelphia, PA",Jobs for the Future,1/22/10,1/22/10,1,MN2 2010-01-22
MN2,"Kline, John","Baltimore, DC",Congressional Institute,1/28/10,1/30/10,3,MN2 2010-01-28
MN2,"Kline, John","New York, NY",Federated Investors,2/1/10,2/2/10,2,MN2 2010-02-01
MN2,"Kline, John","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,MN2 2010-05-06
MN2,"Kline, John","Madison, WI","Jobs for the Future, Inc and the Joyce Foundation",8/9/10,8/10/10,2,MN2 2010-08-09
MN3,"Paulsen, Erik","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,MN3 2009-03-12
MN3,"Paulsen, Erik",Berlin,U.S. Association of Former members,11/8/09,11/13/09,6,MN3 2009-11-08
MN3,"Paulsen, Erik",Tel Aviv,The Jewish Community Relations Council of Minnesota and Dokotos (JCRC),11/10/09,11/16/09,7,MN3 2009-11-10
MN3,"Paulsen, Erik",Japan,Japan Center for International Exchange,2/13/10,2/20/10,8,MN3 2010-02-13
MN3,"Paulsen, Erik","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,MN3 2010-05-06
MN4,"McCollum, Betty","Hollywood, FL","United South and Eastern Tribes, Inc.",10/26/09,10/27/09,2,MN4 2009-10-26
MN4,"McCollum, Betty",Geneva Int'l Airport,"Humanitarian Dialogue Centre based in Geneva, Switzerland",11/15/09,11/20/09,6,MN4 2009-11-15
MN4,"McCollum, Betty","New York, NY",Humpty Dumpty Institute,2/18/10,2/19/10,2,MN4 2010-02-18
MN5,"Ellison, Keith",Jerusalem,The American Israel Education Foundation,6/27/09,7/5/09,9,MN5 2009-06-27
MN5,"Ellison, Keith","New York, NY",Humpty Dumpty Institute,7/13/09,7/13/09,1,MN5 2009-07-13
MN5,"Ellison, Keith",Dadaab -,Center for Strategic and International Studies and CARE USA,8/8/09,8/14/09,7,MN5 2009-08-08
MN5,"Ellison, Keith","New Orleans, LA",National Conference of Insurance Legislators (NCOIL),11/20/09,11/21/09,2,MN5 2009-11-20
MN5,"Ellison, Keith","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,MN5 2010-02-13
MN5,"Ellison, Keith","Washington, CT",U.S./Middle East Project,10/14/10,10/15/10,2,MN5 2010-10-14
MN5,"Ellison, Keith","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,MN5 2010-11-12
MN7,"Peterson, Collin","Orlando, FL",National Turkey Foundation,2/5/09,2/6/09,2,MN7 2009-02-05
MN7,"Peterson, Collin","Albuquerque, NDM",Holstein Foundation,2/27/09,3/1/09,3,MN7 2009-02-27
MN7,"Peterson, Collin","New Orleans, LA",National Cotton Council,4/15/09,4/16/09,2,MN7 2009-04-15
MN7,"Peterson, Collin","San Antonio, TX",Southwest Meat Association,7/24/09,7/26/09,3,MN7 2009-07-24
MN7,"Peterson, Collin","Milwaukee, WI",Farm Foundation,7/26/09,7/28/09,3,MN7 2009-07-26
MN7,"Peterson, Collin","Nashville, TN",Tennessee Farm Bureau Federation,8/12/09,8/13/09,2,MN7 2009-08-12
MN7,"Peterson, Collin (Amendment)","Ames, IA","Iowa State University, Iowa Department of Economic Development, Iowa Renewable Fuels Foundation, Gre",8/17/09,8/20/09,4,MN7 2009-08-17
MN7,"Peterson, Collin","Chicago, IL",The Chicago Council on Global Affairs,2/1/10,2/1/10,1,MN7 2010-02-01
MN7,"Peterson, Collin","Denver, CO",Farm Foundation,7/25/10,7/27/10,3,MN7 2010-07-25
MN7,"Peterson, Collin","Manhattan, KS",Kansas Farm Bureau,11/18/10,11/19/10,2,MN7 2010-11-18
MN8,"Oberstar, James L.","Amman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/20/09,7,MN8 2009-02-14
MN8,"Oberstar, James L.","Valencia, Spain",The Aspen Insitute Congressional Program,4/4/09,4/10/09,7,MN8 2009-04-04
MN8,"Oberstar, James L.","Louisville, KY",Smart Growth America,6/2/09,6/2/09,1,MN8 2009-06-02
MN8,"Oberstar, James L.","Istanbul, Turkey",The Institutue for Interfaith Dialogue for World Peace,8/7/09,8/15/09,9,MN8 2009-08-07
MN8,"Oberstar, James L.","Palm Springs, CA",AASHTO,10/25/09,10/26/09,2,MN8 2009-10-25
MN8,"Oberstar, James L.","Miami, FL",Everglades Foundation,1/27/10,1/31/10,5,MN8 2010-01-27
MN8,"Oberstar, James L.","Boston, MA",Heyman Fellowship Program of Harvard Law School,2/4/10,2/5/10,2,MN8 2010-02-04
MN8,"Oberstar, James L.","Boston, MA",Amtrak,3/4/10,3/6/10,3,MN8 2010-03-04
MN8,"Oberstar, James L.","Lisbon, Portugal",The Aspen Institute Congressional Program,4/5/10,4/11/10,7,MN8 2010-04-05
MN8,"Oberstar, James L.","Lowell, MA",Northeast Midwest Institute,6/18/10,6/19/10,2,MN8 2010-06-18
MN8,"Oberstar, James L.","Newport, RI",Women in Government,7/21/10,7/22/10,2,MN8 2010-07-21
MN8,"Oberstar, James L.","Ankara, Turkey",Turquoise Council of Americans and Eurasions,8/29/10,9/5/10,8,MN8 2010-08-29
MN8,"Oberstar, James L.","San Antonio, TX",American Public Transportation Association,10/4/10,10/5/10,2,MN8 2010-10-04
MO1,"Clay, Wm.","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,MO1 2009-02-20
MO1,"Clay, Wm.","Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute,8/13/09,8/16/09,4,MO1 2009-08-13
MO1,"Clay, Wm.","Tunica, MS",The Congressional Black Caucus Political Education and Leadership Institute,8/12/10,8/15/10,4,MO1 2010-08-12
MO3,"Carnahan, Russ","Berlin, Germany -",The German Marshall Fund of the United States; The Robert Bosch Foundation; The Bradley Foundation,2/13/09,2/21/09,9,MO3 2009-02-13
MO3,"Carnahan, Russ","Philadelphia, PA","Mercatus Center, George Mason University",2/20/09,2/22/09,3,MO3 2009-02-20
MO3,"Carnahan, Russ","McAllen, TX",the sponsor of the trip is AYPF,5/6/09,5/8/09,3,MO3 2009-05-06
MO3,"Carnahan, Russ","Berlin, Germany -",Unites State Association of Former Members of Congress,5/26/09,5/31/09,6,MO3 2009-05-26
MO3,"Carnahan, Russ","Boston, MA",Massuchusetts Institute of Technology and The Ewing Marion Kauffman Foundation,4/7/10,4/9/10,3,MO3 2010-04-07
MO3,"Carnahan, Russ","St. Louis, MO",The United States Association of Former Memebers of Congress Congressional Study Group on Germany.,5/16/10,5/18/10,3,MO3 2010-05-16
MO4,"Skelton, Ike","Hot Springs, VA",Congressional Institute,1/29/09,1/31/09,3,MO4 2009-01-29
MO4,"Skelton, Ike","Raleigh, NC",American Youth Policy Forum,2/15/10,2/17/10,3,MO4 2010-02-15
MO4,"Skelton, Ike","Antietam, MD",Civil War Preservation Trust,9/10/10,9/10/10,1,MO4 2010-09-10
MO5,"Cleaver, Emanuel",Chicago,The Lawyers Club of Chicago,5/27/09,5/28/09,2,MO5 2009-05-27
MO5,"Cleaver, Emanuel","New York, NY",Humpty Dumpty Institute,10/29/09,10/30/09,2,MO5 2009-10-29
MO5,"Cleaver, Emanuel","Tunica, MS",Congressional Black Caucus Institute,8/12/10,8/14/10,3,MO5 2010-08-12
MO6,"Graves, Sam","Hotsprings, VA",The Congressional Institute,1/29/09,1/31/09,3,MO6 2009-01-29
MO6,"Graves, Sam",Amsterdam -,"The German Marshall Fund of the United States,The Robert Bosch Foundation",2/13/09,2/18/09,6,MO6 2009-02-13
MO6,"Graves, Sam","Baltimore, MD",The Congressional Institute,1/29/10,1/29/10,1,MO6 2010-01-29
MO6,"Graves, Sam","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,MO6 2010-05-06
MO7,"Blunt, Roy","Hot Springs, VA",The Congressional Institute,1/29/09,1/31/09,3,MO7 2009-01-29
MO7,"Blunt, Roy","Cambridge, MD",The Congressional Institute,3/12/09,3/13/09,2,MO7 2009-03-12
MO7,"Blunt, Roy","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,MO7 2010-01-28
MO8,"Emerson, Jo Ann","Baltimore, MD",Catholic Health Association,2/19/09,2/20/09,2,MO8 2009-02-19
MO9,"Luetkemeyer, Blaine","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,MO9 2009-03-12
MO9,"Luetkemeyer, Blaine","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/1/09,8/9/09,9,MO9 2009-08-01
MO9,"Luetkemeyer, Blaine","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,MO9 2010-05-06
MO9,"Luetkemeyer, Blaine","Los Angeles, CA",Fu Jen Catholic University (Taiwan),11/6/10,11/13/10,8,MO9 2010-11-06
MS1,"Childers, Travis","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,MS1 2009-02-20
MS1,"Childers, Travis",Tel Aviv,American Israel Education Foundation,8/8/09,8/16/09,9,MS1 2009-08-08
MS1,"Childers, Travis","Naples, FL",American Shipbuilding Association,11/30/09,12/2/09,3,MS1 2009-11-30
MS2,"Thompson, Bennie","Miami Beach, FL",Maritime Trades Department,2/26/09,2/27/09,2,MS2 2009-02-26
MS2,"Thompson, Bennie","Boston, MA",Harvard Kennedy School of Government Black Policy Conference,4/16/09,4/17/09,2,MS2 2009-04-16
MS2,"Thompson, Bennie","Atlanta, GA",Coalition of Black Trade Unionists,5/23/09,5/25/09,3,MS2 2009-05-23
MS2,"Thompson, Bennie","Miami, FL",Florida Airports Council,8/3/09,8/3/09,1,MS2 2009-08-03
MS2,"Thompson, Bennie","Tunica, MS",CBC Institute,8/13/09,8/16/09,4,MS2 2009-08-13
MS2,"Thompson, Bennie","Louisville, KY",Louisville Urban League,12/4/09,12/4/09,1,MS2 2009-12-04
MS2,"Thompson, Bennie","Ankara, Turkey",Turkish Coalition of America,6/1/10,6/7/10,7,MS2 2010-06-01
MS2,"Thompson, Bennie","Ankara, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,MS2 2010-08-14
MS2,"Thompson, Bennie","Tel Aviv, Israel",American Israel Education Foundation,12/11/10,12/19/10,9,MS2 2010-12-11
MS3,"Harper, Gregg","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,MS3 2009-02-20
MS3,"Harper, Gregg","Cambridge, MD",Congressional Institute - Bicameral Chiefs of Staff Retreat,3/12/09,3/14/09,3,MS3 2009-03-12
MS3,"Harper, Gregg","Gaza,",AIEF,6/28/09,7/4/09,7,MS3 2009-06-28
MS3,"Harper, Gregg","Tel Aviv, Israel",American Israel Education Foundation,8/1/09,8/9/09,9,MS3 2009-08-01
MS3,"Harper, Gregg","Destin, FL",Mississippi Poultry Association,9/18/09,9/20/09,3,MS3 2009-09-18
MS3,"Harper, Gregg","Cambridge, MD","The Congressional Institute, Inc.",5/6/10,5/8/10,3,MS3 2010-05-06
MS3,"Harper, Gregg","Tel Aviv, Israel",American Israel Education Foundation (AIEF),7/3/10,7/11/10,9,MS3 2010-07-03
MS3,"Harper, Gregg","Los Angeles, CA","Fu Jen Catholic Catholic University, Taiwan",11/6/10,11/13/10,8,MS3 2010-11-06
MS4,"Taylor, Gene","Naples, FL",American Shipbuilding Association,11/30/09,12/1/09,2,MS4 2009-11-30
MS4,"Taylor, Gene","Naples, FL",American Shipbuilding Association,11/29/10,11/30/10,2,MS4 2010-11-29
MT1,"Rehberg, Denny","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,MT1 2009-02-05
MT1,"Rehberg, Denny","Cap Haitien, Haiti -",International Committee of the Red Cross (ICRC),2/15/09,2/22/09,8,MT1 2009-02-15
MT1,"Rehberg, Denny","Lusaka, Zambia",RESULTS Educational Fund,8/1/09,8/10/09,10,MT1 2009-08-01
MT1,"Rehberg, Denny",Japan,Japan Center for International,2/13/10,2/20/10,8,MT1 2010-02-13
MT1,"Rehberg, Denny","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,MT1 2010-05-06
MT1,"Rehberg, Denny","Ankara, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,MT1 2010-08-14
NC1,"Butterfield, G.","Durham, NC","Duke University Office of Chancellor for Health Affairs, School of Medicine",8/10/09,8/12/09,3,NC1 2009-08-10
NC1,"Butterfield, G.","Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute (CBC Institute).,8/13/09,8/15/09,3,NC1 2009-08-13
NC1,"Butterfield, G.","Sharpsburg, VA",Civil War Preservation Trust,9/10/10,9/10/10,1,NC1 2010-09-10
NC10,"McHenry, Patrick","Santa Barbara, CA",Young America's Foundation,3/26/09,3/29/09,4,NC10 2009-03-26
NC10,"McHenry, Patrick","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,NC10 2010-01-14
NC10,"McHenry, Patrick","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,NC10 2010-05-06
NC11,"Shuler, Heath","Newark, New Jersey",American Israel Education Foundation (AIEF),6/28/09,7/5/09,8,NC11 2009-06-28
NC11,"Shuler, Heath",North Carolina,"NC Agribusiness Council, NC Dept. of Agriculture, NC Agricultural and Technical State University-Sch",8/21/09,8/27/09,7,NC11 2009-08-21
NC11,"Shuler, Heath","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,NC11 2009-10-23
NC11,"Shuler, Heath","Ankara, Turkey",Mid-Atlantic Ferderation of Turkic American Associations,11/5/10,11/12/10,8,NC11 2010-11-05
NC11,"Shuler, Heath","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,NC11 2010-11-12
NC12,"Watt, Melvin L.","Durham, NC",Duke University Office of the Chancellor for Health,8/10/09,8/11/09,2,NC12 2009-08-10
NC12,"Watt, Melvin L.","Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute,8/13/09,8/14/09,2,NC12 2009-08-13
NC12,"Watt, Melvin L.",Calagary,The Aspen Institute Congressional Program,8/17/09,8/24/09,8,NC12 2009-08-17
NC12,"Watt, Melvin L.","Atlanta, GA",Federal Home Loan Bank Atlanta (FHLBank Atlanta),11/1/09,11/2/09,2,NC12 2009-11-01
NC12,"Watt, Melvin L.","Las Vegas, NV",Consumers Electronics Association,1/7/10,1/10/10,4,NC12 2010-01-07
NC12,"Watt, Melvin L.","Vancouver, Canada",The Aspen Institute Congressional Program,8/16/10,8/21/10,6,NC12 2010-08-16
NC13,"Miller, Brad","Berlin, Germany;","The German Marshall Fund of the US (GMF), The Robert Bosch Foundation (Bosch), The Bradley Foundatio",2/13/09,2/21/09,9,NC13 2009-02-13
NC13,"Miller, Brad",Jerusalem,American Israel Education Foundation (AIEF),12/5/09,12/13/09,9,NC13 2009-12-05
NC2,"Etheridge, Bob","Bedford, PA",The New Democratic Leadership Council,10/16/09,10/17/09,2,NC2 2009-10-16
NC2,"Etheridge, Bob","Bedford Springs, PA",Democratic Leadership Council,10/23/09,10/25/09,3,NC2 2009-10-23
NC2,"Etheridge, Bob","Raleigh, NC",American Youth Policy Forum,2/15/10,2/19/10,5,NC2 2010-02-15
NC2,"Etheridge, Bob",Miami,Humpty Dumpty Institute,4/15/10,4/17/10,3,NC2 2010-04-15
NC2,"Etheridge, Bob","Vancouver, Canada",The Aspen Institute Congressional Program,8/16/10,8/21/10,6,NC2 2010-08-16
NC3,"Jones, Walter","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,NC3 2009-02-20
NC3,"Jones, Walter","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,NC3 2009-03-12
NC3,"Jones, Walter","Queenstown, MD",Partnership for a Secure America,8/1/09,8/2/09,2,NC3 2009-08-01
NC3,"Jones, Walter","Belews Creek, NC",North Carolina Agribusiness Council; North Carolina Department of Agriculture and Consumer Services;,8/25/09,8/26/09,2,NC3 2009-08-25
NC3,"Jones, Walter","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,NC3 2010-05-06
NC4,"Price, David","Hendersonvile, NC",Episcopal House of Bishops,3/14/09,3/15/09,2,NC4 2009-03-14
NC4,"Price, David","Valencia, Spain",The Aspen Institute Congressional Program,4/4/09,4/13/09,10,NC4 2009-04-04
NC4,"Price, David","Pinehurst, NC","NC Agribusiness Council, NC Dept. of Agriculture, NC A&T University",8/19/09,8/30/09,12,NC4 2009-08-19
NC4,"Price, David","New Haven, CT",Yale University's MacMillan Center and Department of Political Science,10/23/09,10/24/09,2,NC4 2009-10-23
NC4,"Price, David","Charlotte, NC","Tobin Project, Inc.",12/4/09,12/6/09,3,NC4 2009-12-04
NC4,"Price, David","Charlotte, NC","Tobin Project, Inc.",12/5/09,12/6/09,2,NC4 2009-12-05
NC4,"Price, David","Havana, Cuba",Washington Office on Latin America,1/14/10,1/21/10,8,NC4 2010-01-14
NC4,"Price, David","Tunis, Tunisia",The Aspen Institute Congressional Program,5/31/10,6/8/10,9,NC4 2010-05-31
NC5,"Foxx, Virginia","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,NC5 2009-02-20
NC5,"Foxx, Virginia","Ankara, Turkey",Turkish Coalition of America,8/22/09,8/30/09,9,NC5 2009-08-22
NC5,"Foxx, Virginia","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,NC5 2010-05-06
NC5,"Foxx, Virginia","Ankara, Turkey",Turkish Coalition of America,6/1/10,6/7/10,7,NC5 2010-06-01
NC6,"Coble, Howard","Las Vega, NV",Consumer Electronics Association,1/8/09,1/11/09,4,NC6 2009-01-08
NC6,"Coble, Howard","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,NC6 2009-02-20
NC6,"Coble, Howard","New Orleans, LA",Institute for Research on the Economics of Taxation,4/16/09,4/19/09,4,NC6 2009-04-16
NC6,"Coble, Howard","Las Vegas, NV",Consumer Electronics Association,1/7/10,1/10/10,4,NC6 2010-01-07
NC6,"Coble, Howard","Cambridge, MD",The Congressional Institue,5/6/10,5/8/10,3,NC6 2010-05-06
NC6,"Coble, Howard","San Francisco, CA",The Information Technology & Innovation Foundation,6/2/10,6/4/10,3,NC6 2010-06-02
NC7,"McIntyre, Mike","New York, NY",Humpty Dumpty Institute,10/29/09,10/30/09,2,NC7 2009-10-29
NC7,"McIntyre, Mike","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,NC7 2010-02-13
NC8,"Kissell, Larry","Pinehurst, NC","NC Agribusiness Council, NC Dept. of Agriculture and Consumer Services, NC A&T University",8/24/09,8/27/09,4,NC8 2009-08-24
NC9,"Myrick, Sue Wilkins","Philadelphia, PA",Mercatus Center at George Mason University.,2/20/09,2/22/09,3,NC9 2009-02-20
NC9,"Myrick, Sue Wilkins","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,NC9 2009-03-12
NC9,"Myrick, Sue Wilkins","Durham, NC",Duke University Medical Center,8/10/09,8/11/09,2,NC9 2009-08-10
NC9,"Myrick, Sue Wilkins","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,NC9 2010-07-03
ND1,"Pomeroy, Earl","Queenstown, MD",Partnership for a Secure America,8/1/09,8/2/09,2,ND1 2009-08-01
NE1,"Fortenberry, Jeff","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,NE1 2009-03-12
NE1,"Fortenberry, Jeff","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,NE1 2010-05-06
NE1,"Fortenberry, Jeff (Amendment)","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,NE1 2010-01-14
NE1,"Fortenberry, Jeff","Queenstown, MD",Partnership for a Secure America,11/14/09,11/15/09,2,NE1 2009-11-14
NE1,"Fortenberry, Jeff","Albuquerque, NM","American Association for The Advancement of Science (AAAS), and The Carnegie Corporation of New York",8/8/10,8/12/10,5,NE1 2010-08-08
NE2,"Terry, Lee","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,NE2 2009-03-12
NE2,"Terry, Lee","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,NE2 2010-05-06
NE3,"Smith, Adrian","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,NE3 2009-02-20
NE3,"Smith, Adrian","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,NE3 2009-03-12
NE3,"Smith, Adrian","Havana, Cuba",New America Foundation,4/7/10,4/11/10,5,NE3 2010-04-07
NH1,"Shea-Porter, Carol",Athens,"Hellenic American University, a New Hampshire non-profit private institution of higher education",10/16/09,10/19/09,4,NH1 2009-10-16
NJ10,"Payne, Donald M.","Aman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/20/09,7,NJ10 2009-02-14
NJ10,"Payne, Donald M.","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,NJ10 2009-02-20
NJ10,"Payne, Donald M.","Nashville, TN",Institute for Research on the Economics of Taxation (IRET),4/16/09,4/19/09,4,NJ10 2009-04-16
NJ10,"Payne, Donald M.","Tunica, MS",Congressional Black Caucus Institute,8/13/09,8/16/09,4,NJ10 2009-08-13
NJ10,"Payne, Donald M.","Calgary, Canada",The Aspen Institute Congressional Program,8/17/09,8/22/09,6,NJ10 2009-08-17
NJ10,"Payne, Donald M.","Jerusalem, Israel",J Street Education Fund,2/15/10,2/18/10,4,NJ10 2010-02-15
NJ10,"Payne, Donald M.","New York, NY",The Humpty Dumpty Institute,2/18/10,2/19/10,2,NJ10 2010-02-18
NJ10,"Payne, Donald M.","Miami, FL",Humpty Dumpty Institute,4/15/10,4/17/10,3,NJ10 2010-04-15
NJ10,"Payne, Donald M.","San Salvador, El Salvador",The Center for Democracy in the Americas,5/29/10,6/2/10,5,NJ10 2010-05-29
NJ10,"Payne, Donald M.","Tunis, Tunisia",The Aspen Institute Congressional Program,5/31/10,6/6/10,7,NJ10 2010-05-31
NJ10,"Payne, Donald M.","Vancuver, Canada",The Aspen Institute Congressional Program,8/16/10,8/21/10,6,NJ10 2010-08-16
NJ11,"Frelinghuysen, Rodney","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,NJ11 2010-05-06
NJ12,"Holt, Rush","Amman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/19/09,6,NJ12 2009-02-14
NJ12,"Holt, Rush","Seattle, WA",The Election Verification,4/5/09,4/7/09,3,NJ12 2009-04-05
NJ12,"Holt, Rush",Dubrovnik,The Aspen Institute Congressional Program,5/26/09,6/1/09,7,NJ12 2009-05-26
NJ12,"Holt, Rush","Cambridge, MA",Massachusetts Institute of Technology and the Ewing Marion Kauffman Foundation,5/27/09,5/29/09,3,NJ12 2009-05-27
NJ12,"Holt, Rush","Ottawa, Canada",Franklin Center for Global Policy Change,8/10/09,8/12/09,3,NJ12 2009-08-10
NJ12,"Holt, Rush",Calgary,The Aspen Institute Congressional Program,8/17/09,8/22/09,6,NJ12 2009-08-17
NJ12,"Holt, Rush","Fort Lauderdale, FL",Alliance for Health Reform - funded with a grant from the Commonwealth Foundation,1/15/10,1/18/10,4,NJ12 2010-01-15
NJ12,"Holt, Rush","Vancouver, Canada",The Aspen Institute Congressional Program,8/16/10,8/20/10,5,NJ12 2010-08-16
NJ13,"Sires, Albio","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,NJ13 2010-07-03
NJ13,"Sires, Albio","New York, NY",Wildlife Conservation Society,8/30/10,8/31/10,2,NJ13 2010-08-30
NJ2,"LoBiondo, Frank","Cambridge, MD",Congressional Institute,5/6/10,5/7/10,2,NJ2 2010-05-06
NJ4,"Smith, Christopher","Kampala, Uganda",International Committee of the Red Cross,8/22/09,8/30/09,9,NJ4 2009-08-22
NJ4,"Smith, Christopher","New York, NY",Humpty Dumpty Institute,9/10/09,9/11/09,2,NJ4 2009-09-10
